row,col,level,conductance,conductance_uS
10,48,18,0.620690,62.45
10,49,21,0.724138,72.69
10,50,29,1.000000,100.00
10,51,18,0.620690,62.45
10,52,10,0.344828,35.14
10,53,11,0.379310,38.55
10,54,22,0.758621,76.10
10,55,4,0.137931,14.66
10,56,22,0.758621,76.10
10,57,28,0.965517,96.59
10,58,15,0.517241,52.21
10,59,8,0.275862,28.31
10,60,1,0.034483,4.41
10,61,15,0.517241,52.21
10,62,8,0.275862,28.31
10,63,11,0.379310,38.55
11,0,8,0.275862,28.31
11,1,3,0.103448,11.24
11,2,27,0.931034,93.17
11,3,14,0.482759,48.79
11,4,12,0.413793,41.97
11,5,20,0.689655,69.28
11,6,1,0.034483,4.41
11,7,8,0.275862,28.31
11,8,10,0.344828,35.14
11,9,1,0.034483,4.41
11,10,10,0.344828,35.14
11,11,8,0.275862,28.31
11,12,11,0.379310,38.55
11,13,16,0.551724,55.62
11,14,7,0.241379,24.90
11,15,2,0.068966,7.83
11,16,15,0.517241,52.21
11,17,19,0.655172,65.86
11,18,14,0.482759,48.79
11,19,1,0.034483,4.41
11,20,1,0.034483,4.41
11,21,9,0.310345,31.72
11,22,1,0.034483,4.41
11,23,23,0.793103,79.52
11,24,0,0.000000,1.00
11,25,10,0.344828,35.14
11,26,24,0.827586,82.93
11,27,28,0.965517,96.59
11,28,22,0.758621,76.10
11,29,20,0.689655,69.28
11,30,5,0.172414,18.07
11,31,3,0.103448,11.24
11,32,28,0.965517,96.59
11,33,25,0.862069,86.34
11,34,22,0.758621,76.10
11,35,24,0.827586,82.93
11,36,21,0.724138,72.69
11,37,3,0.103448,11.24
11,38,7,0.241379,24.90
11,39,15,0.517241,52.21
11,40,6,0.206897,21.48
11,41,8,0.275862,28.31
11,42,27,0.931034,93.17
11,43,9,0.310345,31.72
11,44,21,0.724138,72.69
11,45,29,1.000000,100.00
11,46,26,0.896552,89.76
11,47,3,0.103448,11.24
11,48,10,0.344828,35.14
11,49,22,0.758621,76.10
11,50,2,0.068966,7.83
11,51,4,0.137931,14.66
11,52,20,0.689655,69.28
11,53,9,0.310345,31.72
11,54,21,0.724138,72.69
11,55,28,0.965517,96.59
11,56,0,0.000000,1.00
11,57,12,0.413793,41.97
11,58,20,0.689655,69.28
11,59,1,0.034483,4.41
11,60,14,0.482759,48.79
11,61,23,0.793103,79.52
11,62,12,0.413793,41.97
11,63,8,0.275862,28.31
12,0,19,0.655172,65.86
12,1,27,0.931034,93.17
12,2,24,0.827586,82.93
12,3,25,0.862069,86.34
12,4,4,0.137931,14.66
12,5,0,0.000000,1.00
12,6,13,0.448276,45.38
12,7,2,0.068966,7.83
12,8,8,0.275862,28.31
12,9,16,0.551724,55.62
12,10,16,0.551724,55.62
12,11,6,0.206897,21.48
12,12,10,0.344828,35.14
12,13,1,0.034483,4.41
12,14,26,0.896552,89.76
12,15,29,1.000000,100.00
12,16,27,0.931034,93.17
12,17,24,0.827586,82.93
12,18,10,0.344828,35.14
12,19,8,0.275862,28.31
12,20,23,0.793103,79.52
12,21,3,0.103448,11.24
12,22,13,0.448276,45.38
12,23,22,0.758621,76.10
12,24,14,0.482759,48.79
12,25,15,0.517241,52.21
12,26,15,0.517241,52.21
12,27,7,0.241379,24.90
12,28,16,0.551724,55.62
12,29,1,0.034483,4.41
12,30,28,0.965517,96.59
12,31,5,0.172414,18.07
12,32,5,0.172414,18.07
12,33,9,0.310345,31.72
12,34,2,0.068966,7.83
12,35,12,0.413793,41.97
12,36,10,0.344828,35.14
12,37,20,0.689655,69.28
12,38,1,0.034483,4.41
12,39,6,0.206897,21.48
12,40,9,0.310345,31.72
12,41,6,0.206897,21.48
12,42,26,0.896552,89.76
12,43,28,0.965517,96.59
12,44,16,0.551724,55.62
12,45,21,0.724138,72.69
12,46,9,0.310345,31.72
12,47,10,0.344828,35.14
12,48,1,0.034483,4.41
12,49,1,0.034483,4.41
12,50,19,0.655172,65.86
12,51,11,0.379310,38.55
12,52,5,0.172414,18.07
12,53,4,0.137931,14.66
12,54,16,0.551724,55.62
12,55,19,0.655172,65.86
12,56,4,0.137931,14.66
12,57,3,0.103448,11.24
12,58,4,0.137931,14.66
12,59,8,0.275862,28.31
12,60,11,0.379310,38.55
12,61,0,0.000000,1.00
12,62,8,0.275862,28.31
12,63,9,0.310345,31.72
13,0,11,0.379310,38.55
13,1,0,0.000000,1.00
13,2,8,0.275862,28.31
13,3,2,0.068966,7.83
13,4,16,0.551724,55.62
13,5,5,0.172414,18.07
13,6,20,0.689655,69.28
13,7,27,0.931034,93.17
13,8,7,0.241379,24.90
13,9,10,0.344828,35.14
13,10,9,0.310345,31.72
13,11,24,0.827586,82.93
13,12,19,0.655172,65.86
13,13,21,0.724138,72.69
13,14,19,0.655172,65.86
13,15,27,0.931034,93.17
13,16,1,0.034483,4.41
13,17,29,1.000000,100.00
13,18,0,0.000000,1.00
13,19,10,0.344828,35.14
13,20,15,0.517241,52.21
13,21,12,0.413793,41.97
13,22,8,0.275862,28.31
13,23,2,0.068966,7.83
13,24,28,0.965517,96.59
13,25,8,0.275862,28.31
13,26,4,0.137931,14.66
13,27,16,0.551724,55.62
13,28,17,0.586207,59.03
13,29,20,0.689655,69.28
13,30,16,0.551724,55.62
13,31,7,0.241379,24.90
13,32,13,0.448276,45.38
13,33,27,0.931034,93.17
13,34,17,0.586207,59.03
13,35,7,0.241379,24.90
13,36,12,0.413793,41.97
13,37,18,0.620690,62.45
13,38,23,0.793103,79.52
13,39,28,0.965517,96.59
13,40,14,0.482759,48.79
13,41,6,0.206897,21.48
13,42,20,0.689655,69.28
13,43,0,0.000000,1.00
13,44,17,0.586207,59.03
13,45,23,0.793103,79.52
13,46,8,0.275862,28.31
13,47,6,0.206897,21.48
13,48,14,0.482759,48.79
13,49,3,0.103448,11.24
13,50,25,0.862069,86.34
13,51,2,0.068966,7.83
13,52,7,0.241379,24.90
13,53,1,0.034483,4.41
13,54,17,0.586207,59.03
13,55,16,0.551724,55.62
13,56,26,0.896552,89.76
13,57,1,0.034483,4.41
13,58,18,0.620690,62.45
13,59,21,0.724138,72.69
13,60,13,0.448276,45.38
13,61,22,0.758621,76.10
13,62,14,0.482759,48.79
13,63,28,0.965517,96.59
14,0,13,0.448276,45.38
14,1,29,1.000000,100.00
14,2,22,0.758621,76.10
14,3,24,0.827586,82.93
14,4,2,0.068966,7.83
14,5,2,0.068966,7.83
14,6,25,0.862069,86.34
14,7,14,0.482759,48.79
14,8,15,0.517241,52.21
14,9,21,0.724138,72.69
14,10,9,0.310345,31.72
14,11,29,1.000000,100.00
14,12,22,0.758621,76.10
14,13,5,0.172414,18.07
14,14,12,0.413793,41.97
14,15,20,0.689655,69.28
14,16,10,0.344828,35.14
14,17,11,0.379310,38.55
14,18,29,1.000000,100.00
14,19,2,0.068966,7.83
14,20,2,0.068966,7.83
14,21,16,0.551724,55.62
14,22,20,0.689655,69.28
14,23,27,0.931034,93.17
14,24,29,1.000000,100.00
14,25,0,0.000000,1.00
14,26,0,0.000000,1.00
14,27,8,0.275862,28.31
14,28,23,0.793103,79.52
14,29,8,0.275862,28.31
14,30,8,0.275862,28.31
14,31,12,0.413793,41.97
14,32,25,0.862069,86.34
14,33,11,0.379310,38.55
14,34,26,0.896552,89.76
