row,col,level,conductance,conductance_uS
1,17,12,0.413793,41.97
1,18,12,0.413793,41.97
1,19,13,0.448276,45.38
1,20,26,0.896552,89.76
1,21,2,0.068966,7.83
1,22,17,0.586207,59.03
1,23,26,0.896552,89.76
1,24,21,0.724138,72.69
1,25,27,0.931034,93.17
1,26,13,0.448276,45.38
1,27,7,0.241379,24.90
1,28,2,0.068966,7.83
1,29,19,0.655172,65.86
1,30,24,0.827586,82.93
1,31,27,0.931034,93.17
1,32,20,0.689655,69.28
1,33,13,0.448276,45.38
1,34,23,0.793103,79.52
1,35,24,0.827586,82.93
1,36,3,0.103448,11.24
1,37,16,0.551724,55.62
1,38,3,0.103448,11.24
1,39,5,0.172414,18.07
1,40,16,0.551724,55.62
1,41,14,0.482759,48.79
1,42,5,0.172414,18.07
1,43,0,0.000000,1.00
1,44,8,0.275862,28.31
1,45,0,0.000000,1.00
1,46,23,0.793103,79.52
1,47,25,0.862069,86.34
1,48,19,0.655172,65.86
1,49,6,0.206897,21.48
1,50,10,0.344828,35.14
1,51,5,0.172414,18.07
1,52,29,1.000000,100.00
1,53,8,0.275862,28.31
1,54,8,0.275862,28.31
1,55,13,0.448276,45.38
1,56,5,0.172414,18.07
1,57,4,0.137931,14.66
1,58,3,0.103448,11.24
1,59,8,0.275862,28.31
1,60,23,0.793103,79.52
1,61,5,0.172414,18.07
1,62,21,0.724138,72.69
1,63,8,0.275862,28.31
2,0,15,0.517241,52.21
2,1,24,0.827586,82.93
2,2,19,0.655172,65.86
2,3,4,0.137931,14.66
2,4,19,0.655172,65.86
2,5,14,0.482759,48.79
2,6,28,0.965517,96.59
2,7,26,0.896552,89.76
2,8,14,0.482759,48.79
2,9,24,0.827586,82.93
2,10,2,0.068966,7.83
2,11,18,0.620690,62.45
2,12,10,0.344828,35.14
2,13,28,0.965517,96.59
2,14,25,0.862069,86.34
2,15,27,0.931034,93.17
2,16,12,0.413793,41.97
2,17,29,1.000000,100.00
2,18,13,0.448276,45.38
2,19,20,0.689655,69.28
2,20,28,0.965517,96.59
2,21,15,0.517241,52.21
2,22,23,0.793103,79.52
2,23,27,0.931034,93.17
2,24,12,0.413793,41.97
2,25,9,0.310345,31.72
2,26,7,0.241379,24.90
2,27,4,0.137931,14.66
2,28,27,0.931034,93.17
2,29,24,0.827586,82.93
2,30,0,0.000000,1.00
2,31,22,0.758621,76.10
2,32,6,0.206897,21.48
2,33,10,0.344828,35.14
2,34,13,0.448276,45.38
2,35,8,0.275862,28.31
2,36,15,0.517241,52.21
2,37,29,1.000000,100.00
2,38,23,0.793103,79.52
2,39,2,0.068966,7.83
2,40,8,0.275862,28.31
2,41,16,0.551724,55.62
2,42,18,0.620690,62.45
2,43,7,0.241379,24.90
2,44,29,1.000000,100.00
2,45,16,0.551724,55.62
2,46,25,0.862069,86.34
2,47,29,1.000000,100.00
2,48,5,0.172414,18.07
2,49,8,0.275862,28.31
2,50,4,0.137931,14.66
2,51,20,0.689655,69.28
2,52,20,0.689655,69.28
2,53,10,0.344828,35.14
2,54,15,0.517241,52.21
2,55,6,0.206897,21.48
2,56,5,0.172414,18.07
2,57,18,0.620690,62.45
2,58,24,0.827586,82.93
2,59,25,0.862069,86.34
2,60,4,0.137931,14.66
2,61,14,0.482759,48.79
2,62,12,0.413793,41.97
2,63,12,0.413793,41.97
3,0,24,0.827586,82.93
3,1,23,0.793103,79.52
3,2,3,0.103448,11.24
3,3,19,0.655172,65.86
3,4,0,0.000000,1.00
3,5,10,0.344828,35.14
3,6,15,0.517241,52.21
3,7,27,0.931034,93.17
3,8,24,0.827586,82.93
3,9,25,0.862069,86.34
3,10,18,0.620690,62.45
3,11,4,0.137931,14.66
3,12,20,0.689655,69.28
3,13,24,0.827586,82.93
3,14,14,0.482759,48.79
3,15,29,1.000000,100.00
3,16,0,0.000000,1.00
3,17,2,0.068966,7.83
3,18,25,0.862069,86.34
3,19,9,0.310345,31.72
3,20,24,0.827586,82.93
3,21,8,0.275862,28.31
3,22,3,0.103448,11.24
3,23,15,0.517241,52.21
3,24,27,0.931034,93.17
3,25,5,0.172414,18.07
3,26,8,0.275862,28.31
3,27,19,0.655172,65.86
3,28,9,0.310345,31.72
3,29,25,0.862069,86.34
3,30,29,1.000000,100.00
3,31,13,0.448276,45.38
3,32,9,0.310345,31.72
3,33,28,0.965517,96.59
3,34,27,0.931034,93.17
3,35,28,0.965517,96.59
3,36,1,0.034483,4.41
3,37,29,1.000000,100.00
3,38,14,0.482759,48.79
3,39,10,0.344828,35.14
3,40,13,0.448276,45.38
3,41,14,0.482759,48.79
3,42,27,0.931034,93.17
3,43,15,0.517241,52.21
3,44,3,0.103448,11.24
3,45,6,0.206897,21.48
3,46,18,0.620690,62.45
3,47,17,0.586207,59.03
3,48,15,0.517241,52.21
3,49,21,0.724138,72.69
3,50,24,0.827586,82.93
3,51,25,0.862069,86.34
3,52,28,0.965517,96.59
3,53,3,0.103448,11.24
3,54,28,0.965517,96.59
3,55,19,0.655172,65.86
3,56,0,0.000000,1.00
3,57,20,0.689655,69.28
3,58,21,0.724138,72.69
3,59,3,0.103448,11.24
3,60,25,0.862069,86.34
3,61,16,0.551724,55.62
3,62,6,0.206897,21.48
3,63,24,0.827586,82.93
4,0,5,0.172414,18.07
4,1,19,0.655172,65.86
4,2,19,0.655172,65.86
4,3,3,0.103448,11.24
4,4,0,0.000000,1.00
4,5,11,0.379310,38.55
4,6,29,1.000000,100.00
4,7,22,0.758621,76.10
4,8,21,0.724138,72.69
4,9,6,0.206897,21.48
4,10,18,0.620690,62.45
4,11,6,0.206897,21.48
4,12,5,0.172414,18.07
4,13,17,0.586207,59.03
4,14,23,0.793103,79.52
4,15,10,0.344828,35.14
4,16,0,0.000000,1.00
4,17,6,0.206897,21.48
4,18,25,0.862069,86.34
4,19,13,0.448276,45.38
4,20,3,0.103448,11.24
4,21,28,0.965517,96.59
4,22,28,0.965517,96.59
4,23,25,0.862069,86.34
4,24,14,0.482759,48.79
4,25,13,0.448276,45.38
4,26,17,0.586207,59.03
4,27,12,0.413793,41.97
4,28,3,0.103448,11.24
4,29,28,0.965517,96.59
4,30,11,0.379310,38.55
4,31,3,0.103448,11.24
4,32,25,0.862069,86.34
4,33,4,0.137931,14.66
4,34,18,0.620690,62.45
4,35,19,0.655172,65.86
4,36,10,0.344828,35.14
4,37,21,0.724138,72.69
4,38,2,0.068966,7.83
4,39,13,0.448276,45.38
4,40,15,0.517241,52.21
4,41,4,0.137931,14.66
4,42,15,0.517241,52.21
4,43,2,0.068966,7.83
4,44,5,0.172414,18.07
4,45,27,0.931034,93.17
4,46,12,0.413793,41.97
4,47,8,0.275862,28.31
4,48,25,0.862069,86.34
4,49,20,0.689655,69.28
4,50,14,0.482759,48.79
4,51,21,0.724138,72.69
4,52,7,0.241379,24.90
4,53,10,0.344828,35.14
4,54,26,0.896552,89.76
4,55,9,0.310345,31.72
4,56,23,0.793103,79.52
4,57,6,0.206897,21.48
4,58,27,0.931034,93.17
4,59,9,0.310345,31.72
4,60,18,0.620690,62.45
4,61,21,0.724138,72.69
4,62,28,0.965517,96.59
4,63,9,0.310345,31.72
5,0,1,0.034483,4.41
5,1,4,0.137931,14.66
5,2,26,0.896552,89.76
5,3,5,0.172414,18.07
5,4,15,0.517241,52.21
5,5,6,0.206897,21.48
5,6,13,0.448276,45.38
5,7,11,0.379310,38.55
5,8,23,0.793103,79.52
5,9,27,0.931034,93.17
5,10,14,0.482759,48.79
5,11,1,0.034483,4.41
5,12,7,0.241379,24.90
5,13,11,0.379310,38.55
5,14,23,0.793103,79.52
5,15,26,0.896552,89.76
5,16,1,0.034483,4.41
5,17,14,0.482759,48.79
5,18,9,0.310345,31.72
5,19,9,0.310345,31.72
5,20,6,0.206897,21.48
5,21,6,0.206897,21.48
5,22,23,0.793103,79.52
5,23,27,0.931034,93.17
5,24,11,0.379310,38.55
5,25,9,0.310345,31.72
5,26,15,0.517241,52.21
5,27,4,0.137931,14.66
5,28,9,0.310345,31.72
5,29,3,0.103448,11.24
5,30,16,0.551724,55.62
5,31,17,0.586207,59.03
5,32,4,0.137931,14.66
5,33,0,0.000000,1.00
5,34,11,0.379310,38.55
5,35,17,0.586207,59.03
5,36,26,0.896552,89.76
5,37,26,0.896552,89.76
5,38,1,0.034483,4.41
5,39,16,0.551724,55.62
5,40,11,0.379310,38.55
5,41,19,0.655172,65.86
5,42,6,0.206897,21.48
5,43,27,0.931034,93.17
5,44,17,0.586207,59.03
5,45,28,0.965517,96.59
5,46,25,0.862069,86.34
5,47,1,0.034483,4.41
5,48,17,0.586207,59.03
5,49,0,0.000000,1.00
5,50,18,0.620690,62.45
5,51,26,0.896552,89.76
5,52,7,0.241379,24.90
5,53,26,0.896552,89.76
5,54,16,0.551724,55.62
5,55,18,0.620690,62.45
5,56,9,0.310345,31.72
5,57,2,0.068966,7.83
5,58,14,0.482759,48.79
5,59,10,0.344828,35.14
5,60,6,0.206897,21.48
5,61,28,0.965517,96.59
5,62,0,0.000000,1.00
5,63,0,0.000000,1.00
6,0,9,0.310345,31.72
6,1,27,0.931034,93.17
6,2,24,0.827586,82.93
6,3,15,0.517241,52.21
6,4,6,0.206897,21.48
6,5,21,0.724138,72.69
6,6,18,0.620690,62.45
6,7,28,0.965517,96.59
6,8,23,0.793103,79.52
6,9,0,0.000000,1.00
6,10,17,0.586207,59.03
6,11,23,0.793103,79.52
6,12,26,0.896552,89.76
6,13,15,0.517241,52.21
6,14,12,0.413793,41.97
6,15,6,0.206897,21.48
6,16,6,0.206897,21.48
6,17,5,0.172414,18.07
6,18,16,0.551724,55.62
6,19,25,0.862069,86.34
6,20,29,1.000000,100.00
6,21,20,0.689655,69.28
6,22,8,0.275862,28.31
6,23,13,0.448276,45.38
6,24,22,0.758621,76.10
6,25,27,0.931034,93.17
6,26,26,0.896552,89.76
6,27,15,0.517241,52.21
6,28,17,0.586207,59.03
6,29,9,0.310345,31.72
6,30,15,0.517241,52.21
6,31,27,0.931034,93.17
6,32,16,0.551724,55.62
6,33,21,0.724138,72.69
6,34,9,0.310345,31.72
6,35,18,0.620690,62.45
6,36,6,0.206897,21.48
6,37,11,0.379310,38.55
6,38,24,0.827586,82.93
6,39,15,0.517241,52.21
6,40,14,0.482759,48.79
6,41,14,0.482759,48.79
6,42,12,0.413793,41.97
6,43,13,0.448276,45.38
6,44,5,0.172414,18.07
6,45,2,0.068966,7.83
6,46,22,0.758621,76.10
6,47,13,0.448276,45.38
6,48,2,0.068966,7.83
6,49,28,0.965517,96.59
6,50,10,0.344828,35.14
6,51,16,0.551724,55.62
6,52,16,0.551724,55.62
6,53,18,0.620690,62.45
6,54,21,0.724138,72.69
6,55,8,0.275862,28.31
6,56,24,0.827586,82.93
6,57,27,0.931034,93.17
6,58,13,0.448276,45.38
6,59,14,0.482759,48.79
6,60,3,0.103448,11.24
6,61,21,0.724138,72.69
6,62,22,0.758621,76.10
6,63,9,0.310345,31.72
7,0,6,0.206897,21.48
7,1,8,0.275862,28.31
7,2,29,1.000000,100.00
7,3,17,0.586207,59.03
7,4,17,0.586207,59.03
7,5,0,0.000000,1.00
7,6,27,0.931034,93.17
7,7,10,0.344828,35.14
7,8,23,0.793103,79.52
7,9,18,0.620690,62.45
7,10,28,0.965517,96.59
7,11,16,0.551724,55.62
7,12,13,0.448276,45.38
7,13,3,0.103448,11.24
7,14,11,0.379310,38.55
7,15,13,0.448276,45.38
7,16,22,0.758621,76.10
7,17,7,0.241379,24.90
7,18,16,0.551724,55.62
7,19,10,0.344828,35.14
7,20,9,0.310345,31.72
7,21,29,1.000000,100.00
7,22,26,0.896552,89.76
7,23,29,1.000000,100.00
7,24,22,0.758621,76.10
7,25,29,1.000000,100.00
7,26,16,0.551724,55.62
7,27,23,0.793103,79.52
7,28,23,0.793103,79.52
7,29,22,0.758621,76.10
7,30,24,0.827586,82.93
7,31,25,0.862069,86.34
7,32,28,0.965517,96.59
7,33,5,0.172414,18.07
7,34,6,0.206897,21.48
7,35,29,1.000000,100.00
7,36,4,0.137931,14.66
7,37,18,0.620690,62.45
7,38,10,0.344828,35.14
7,39,10,0.344828,35.14
7,40,23,0.793103,79.52
7,41,29,1.000000,100.00
7,42,9,0.310345,31.72
7,43,29,1.000000,100.00
7,44,9,0.310345,31.72
7,45,18,0.620690,62.45
7,46,21,0.724138,72.69
7,47,18,0.620690,62.45
7,48,11,0.379310,38.55
7,49,5,0.172414,18.07
7,50,11,0.379310,38.55
7,51,8,0.275862,28.31
7,52,3,0.103448,11.24
7,53,11,0.379310,38.55
7,54,27,0.931034,93.17
7,55,1,0.034483,4.41
7,56,15,0.517241,52.21
7,57,18,0.620690,62.45
7,58,25,0.862069,86.34
7,59,0,0.000000,1.00
7,60,25,0.862069,86.34
7,61,18,0.620690,62.45
7,62,14,0.482759,48.79
7,63,19,0.655172,65.86
8,0,26,0.896552,89.76
8,1,10,0.344828,35.14
8,2,10,0.344828,35.14
8,3,3,0.103448,11.24
8,4,9,0.310345,31.72
8,5,12,0.413793,41.97
8,6,17,0.586207,59.03
8,7,17,0.586207,59.03
8,8,8,0.275862,28.31
8,9,8,0.275862,28.31
8,10,21,0.724138,72.69
8,11,24,0.827586,82.93
8,12,14,0.482759,48.79
8,13,8,0.275862,28.31
8,14,17,0.586207,59.03
8,15,23,0.793103,79.52
8,16,13,0.448276,45.38
8,17,1,0.034483,4.41
8,18,14,0.482759,48.79
8,19,4,0.137931,14.66
8,20,9,0.310345,31.72
8,21,11,0.379310,38.55
8,22,18,0.620690,62.45
8,23,25,0.862069,86.34
8,24,14,0.482759,48.79
8,25,7,0.241379,24.90
8,26,16,0.551724,55.62
8,27,16,0.551724,55.62
8,28,0,0.000000,1.00
8,29,14,0.482759,48.79
8,30,7,0.241379,24.90
8,31,27,0.931034,93.17
8,32,12,0.413793,41.97
8,33,5,0.172414,18.07
8,34,13,0.448276,45.38
8,35,28,0.965517,96.59
8,36,13,0.448276,45.38
8,37,3,0.103448,11.24
8,38,14,0.482759,48.79
8,39,16,0.551724,55.62
8,40,29,1.000000,100.00
8,41,5,0.172414,18.07
8,42,24,0.827586,82.93
8,43,0,0.000000,1.00
8,44,24,0.827586,82.93
8,45,4,0.137931,14.66
8,46,17,0.586207,59.03
8,47,21,0.724138,72.69
8,48,4,0.137931,14.66
8,49,1,0.034483,4.41
8,50,22,0.758621,76.10
8,51,15,0.517241,52.21
8,52,8,0.275862,28.31
8,53,2,0.068966,7.83
8,54,17,0.586207,59.03
8,55,27,0.931034,93.17
8,56,3,0.103448,11.24
8,57,0,0.000000,1.00
8,58,3,0.103448,11.24
8,59,3,0.103448,11.24
8,60,14,0.482759,48.79
8,61,18,0.620690,62.45
8,62,3,0.103448,11.24
8,63,8,0.275862,28.31
9,0,29,1.000000,100.00
9,1,9,0.310345,31.72
9,2,10,0.344828,35.14
9,3,5,0.172414,18.07
9,4,8,0.275862,28.31
9,5,12,0.413793,41.97
9,6,29,1.000000,100.00
9,7,1,0.034483,4.41
9,8,27,0.931034,93.17
9,9,8,0.275862,28.31
9,10,3,0.103448,11.24
9,11,14,0.482759,48.79
9,12,17,0.586207,59.03
9,13,19,0.655172,65.86
9,14,15,0.517241,52.21
9,15,19,0.655172,65.86
9,16,18,0.620690,62.45
9,17,11,0.379310,38.55
9,18,12,0.413793,41.97
9,19,5,0.172414,18.07
9,20,23,0.793103,79.52
9,21,27,0.931034,93.17
9,22,3,0.103448,11.24
9,23,6,0.206897,21.48
9,24,5,0.172414,18.07
9,25,18,0.620690,62.45
9,26,5,0.172414,18.07
9,27,6,0.206897,21.48
9,28,16,0.551724,55.62
9,29,0,0.000000,1.00
9,30,0,0.000000,1.00
9,31,14,0.482759,48.79
9,32,26,0.896552,89.76
9,33,3,0.103448,11.24
9,34,1,0.034483,4.41
9,35,20,0.689655,69.28
9,36,6,0.206897,21.48
9,37,19,0.655172,65.86
9,38,14,0.482759,48.79
9,39,11,0.379310,38.55
9,40,20,0.689655,69.28
9,41,9,0.310345,31.72
9,42,19,0.655172,65.86
9,43,6,0.206897,21.48
9,44,15,0.517241,52.21
9,45,11,0.379310,38.55
9,46,26,0.896552,89.76
9,47,3,0.103448,11.24
9,48,8,0.275862,28.31
9,49,25,0.862069,86.34
9,50,4,0.137931,14.66
9,51,17,0.586207,59.03
9,52,1,0.034483,4.41
9,53,26,0.896552,89.76
9,54,12,0.413793,41.97
9,55,0,0.000000,1.00
9,56,25,0.862069,86.34
9,57,24,0.827586,82.93
9,58,25,0.862069,86.34
9,59,6,0.206897,21.48
9,60,12,0.413793,41.97
9,61,20,0.689655,69.28
9,62,29,1.000000,100.00
9,63,11,0.379310,38.55
10,0,12,0.413793,41.97
10,1,7,0.241379,24.90
10,2,5,0.172414,18.07
10,3,10,0.344828,35.14
10,4,3,0.103448,11.24
10,5,17,0.586207,59.03
10,6,28,0.965517,96.59
10,7,3,0.103448,11.24
10,8,0,0.000000,1.00
10,9,28,0.965517,96.59
10,10,12,0.413793,41.97
10,11,17,0.586207,59.03
10,12,20,0.689655,69.28
10,13,20,0.689655,69.28
10,14,3,0.103448,11.24
10,15,12,0.413793,41.97
10,16,6,0.206897,21.48
10,17,16,0.551724,55.62
10,18,2,0.068966,7.83
10,19,12,0.413793,41.97
10,20,22,0.758621,76.10
10,21,28,0.965517,96.59
10,22,22,0.758621,76.10
10,23,0,0.000000,1.00
10,24,28,0.965517,96.59
10,25,16,0.551724,55.62
10,26,17,0.586207,59.03
10,27,11,0.379310,38.55
10,28,5,0.172414,18.07
10,29,1,0.034483,4.41
10,30,26,0.896552,89.76
10,31,26,0.896552,89.76
10,32,7,0.241379,24.90
10,33,8,0.275862,28.31
10,34,5,0.172414,18.07
10,35,28,0.965517,96.59
10,36,0,0.000000,1.00
10,37,11,0.379310,38.55
10,38,13,0.448276,45.38
10,39,14,0.482759,48.79
10,40,8,0.275862,28.31
10,41,29,1.000000,100.00
10,42,1,0.034483,4.41
10,43,25,0.862069,86.34
10,44,10,0.344828,35.14
10,45,10,0.344828,35.14
10,46,12,0.413793,41.97
10,47,21,0.724138,72.69
10,48,24,0.827586,82.93
10,49,23,0.793103,79.52
10,50,6,0.206897,21.48
10,51,22,0.758621,76.10
10,52,13,0.448276,45.38
10,53,29,1.000000,100.00
10,54,20,0.689655,69.28
10,55,1,0.034483,4.41
10,56,16,0.551724,55.62
10,57,6,0.206897,21.48
10,58,15,0.517241,52.21
10,59,5,0.172414,18.07
10,60,21,0.724138,72.69
10,61,10,0.344828,35.14
10,62,4,0.137931,14.66
10,63,3,0.103448,11.24
11,0,17,0.586207,59.03
11,1,12,0.413793,41.97
11,2,2,0.068966,7.83
11,3,12,0.413793,41.97
11,4,21,0.724138,72.69
11,5,14,0.482759,48.79
11,6,29,1.000000,100.00
11,7,13,0.448276,45.38
11,8,17,0.586207,59.03
11,9,1,0.034483,4.41
11,10,7,0.241379,24.90
11,11,24,0.827586,82.93
11,12,29,1.000000,100.00
11,13,8,0.275862,28.31
11,14,2,0.068966,7.83
11,15,0,0.000000,1.00
11,16,21,0.724138,72.69
11,17,9,0.310345,31.72
11,18,12,0.413793,41.97
11,19,20,0.689655,69.28
11,20,18,0.620690,62.45
11,21,13,0.448276,45.38
11,22,17,0.586207,59.03
11,23,5,0.172414,18.07
11,24,6,0.206897,21.48
11,25,20,0.689655,69.28
11,26,29,1.000000,100.00
11,27,21,0.724138,72.69
11,28,15,0.517241,52.21
11,29,23,0.793103,79.52
11,30,2,0.068966,7.83
11,31,16,0.551724,55.62
11,32,29,1.000000,100.00
11,33,8,0.275862,28.31
11,34,10,0.344828,35.14
11,35,16,0.551724,55.62
11,36,7,0.241379,24.90
11,37,8,0.275862,28.31
11,38,9,0.310345,31.72
11,39,28,0.965517,96.59
11,40,25,0.862069,86.34
11,41,8,0.275862,28.31
11,42,27,0.931034,93.17
11,43,20,0.689655,69.28
11,44,26,0.896552,89.76
11,45,25,0.862069,86.34
11,46,25,0.862069,86.34
11,47,23,0.793103,79.52
11,48,22,0.758621,76.10
11,49,9,0.310345,31.72
11,50,27,0.931034,93.17
11,51,22,0.758621,76.10
11,52,15,0.517241,52.21
11,53,9,0.310345,31.72
11,54,18,0.620690,62.45
11,55,10,0.344828,35.14
11,56,22,0.758621,76.10
11,57,19,0.655172,65.86
11,58,18,0.620690,62.45
11,59,29,1.000000,100.00
11,60,25,0.862069,86.34
11,61,7,0.241379,24.90
11,62,17,0.586207,59.03
11,63,4,0.137931,14.66
12,0,23,0.793103,79.52
12,1,17,0.586207,59.03
12,2,0,0.000000,1.00
12,3,3,0.103448,11.24
12,4,18,0.620690,62.45
12,5,14,0.482759,48.79
12,6,5,0.172414,18.07
12,7,10,0.344828,35.14
12,8,24,0.827586,82.93
12,9,22,0.758621,76.10
12,10,2,0.068966,7.83
12,11,5,0.172414,18.07
12,12,6,0.206897,21.48
12,13,13,0.448276,45.38
12,14,24,0.827586,82.93
12,15,12,0.413793,41.97
12,16,22,0.758621,76.10
12,17,6,0.206897,21.48
12,18,17,0.586207,59.03
12,19,20,0.689655,69.28
12,20,18,0.620690,62.45
12,21,18,0.620690,62.45
12,22,18,0.620690,62.45
12,23,20,0.689655,69.28
12,24,22,0.758621,76.10
12,25,3,0.103448,11.24
12,26,16,0.551724,55.62
12,27,21,0.724138,72.69
12,28,23,0.793103,79.52
12,29,15,0.517241,52.21
12,30,0,0.000000,1.00
12,31,9,0.310345,31.72
12,32,24,0.827586,82.93
12,33,1,0.034483,4.41
12,34,19,0.655172,65.86
12,35,24,0.827586,82.93
12,36,17,0.586207,59.03
12,37,19,0.655172,65.86
12,38,10,0.344828,35.14
12,39,18,0.620690,62.45
12,40,20,0.689655,69.28
12,41,26,0.896552,89.76
12,42,4,0.137931,14.66
12,43,23,0.793103,79.52
12,44,4,0.137931,14.66
12,45,19,0.655172,65.86
12,46,23,0.793103,79.52
12,47,2,0.068966,7.83
12,48,3,0.103448,11.24
12,49,9,0.310345,31.72
12,50,24,0.827586,82.93
12,51,27,0.931034,93.17
12,52,15,0.517241,52.21
12,53,1,0.034483,4.41
12,54,22,0.758621,76.10
12,55,12,0.413793,41.97
12,56,4,0.137931,14.66
12,57,12,0.413793,41.97
12,58,28,0.965517,96.59
12,59,18,0.620690,62.45
12,60,26,0.896552,89.76
12,61,26,0.896552,89.76
12,62,4,0.137931,14.66
12,63,1,0.034483,4.41
13,0,2,0.068966,7.83
13,1,2,0.068966,7.83
13,2,27,0.931034,93.17
13,3,1,0.034483,4.41
13,4,23,0.793103,79.52
13,5,15,0.517241,52.21
13,6,19,0.655172,65.86
13,7,26,0.896552,89.76
13,8,20,0.689655,69.28
13,9,6,0.206897,21.48
13,10,28,0.965517,96.59
13,11,21,0.724138,72.69
13,12,12,0.413793,41.97
13,13,15,0.517241,52.21
13,14,12,0.413793,41.97
13,15,12,0.413793,41.97
13,16,26,0.896552,89.76
13,17,15,0.517241,52.21
13,18,9,0.310345,31.72
13,19,2,0.068966,7.83
13,20,19,0.655172,65.86
13,21,14,0.482759,48.79
13,22,29,1.000000,100.00
13,23,1,0.034483,4.41
13,24,15,0.517241,52.21
13,25,29,1.000000,100.00
13,26,25,0.862069,86.34
13,27,3,0.103448,11.24
13,28,20,0.689655,69.28
13,29,4,0.137931,14.66
13,30,29,1.000000,100.00
13,31,11,0.379310,38.55
13,32,11,0.379310,38.55
13,33,29,1.000000,100.00
13,34,17,0.586207,59.03
13,35,7,0.241379,24.90
13,36,18,0.620690,62.45
13,37,13,0.448276,45.38
13,38,2,0.068966,7.83
13,39,22,0.758621,76.10
13,40,1,0.034483,4.41
13,41,3,0.103448,11.24
13,42,4,0.137931,14.66
13,43,0,0.000000,1.00
13,44,5,0.172414,18.07
13,45,18,0.620690,62.45
13,46,1,0.034483,4.41
13,47,3,0.103448,11.24
13,48,13,0.448276,45.38
13,49,24,0.827586,82.93
13,50,25,0.862069,86.34
13,51,17,0.586207,59.03
13,52,8,0.275862,28.31
13,53,9,0.310345,31.72
13,54,25,0.862069,86.34
13,55,17,0.586207,59.03
13,56,14,0.482759,48.79
13,57,15,0.517241,52.21
13,58,24,0.827586,82.93
13,59,20,0.689655,69.28
13,60,9,0.310345,31.72
13,61,3,0.103448,11.24
13,62,15,0.517241,52.21
13,63,24,0.827586,82.93
14,0,26,0.896552,89.76
14,1,28,0.965517,96.59
14,2,18,0.620690,62.45
14,3,0,0.000000,1.00
14,4,26,0.896552,89.76
14,5,12,0.413793,41.97
14,6,13,0.448276,45.38
14,7,11,0.379310,38.55
14,8,5,0.172414,18.07
14,9,18,0.620690,62.45
14,10,29,1.000000,100.00
14,11,19,0.655172,65.86
14,12,5,0.172414,18.07
14,13,26,0.896552,89.76
14,14,28,0.965517,96.59
14,15,14,0.482759,48.79
14,16,7,0.241379,24.90
14,17,26,0.896552,89.76
14,18,16,0.551724,55.62
14,19,22,0.758621,76.10
14,20,5,0.172414,18.07
14,21,4,0.137931,14.66
14,22,19,0.655172,65.86
14,23,12,0.413793,41.97
14,24,25,0.862069,86.34
14,25,3,0.103448,11.24
14,26,17,0.586207,59.03
14,27,0,0.000000,1.00
14,28,8,0.275862,28.31
14,29,27,0.931034,93.17
14,30,2,0.068966,7.83
14,31,21,0.724138,72.69
14,32,2,0.068966,7.83
14,33,1,0.034483,4.41
14,34,6,0.206897,21.48
